tree_id_num,lon_tr,lat_tr
tree_2007705,34.37831543,-9.567457782
tree_938808,34.41112882,-9.55844306
tree_100357,29.81485463,-29.5927207
tree_271494,29.80638084,-29.60579205
tree_100362,24.26119115,-33.85461075
tree_170409,24.26056012,-33.85515164
tree_49779,24.29292276,-33.86578901
tree_232992,24.26227291,-33.87236976
tree_1003658,35.3096206,-6.388506265
tree_794395,35.2906898,-6.40392144
tree_1106962,35.33459123,-6.396709662
tree_908149,35.31394764,-6.418525289
tree_718011,35.31827468,-6.368764024
tree_1003665,39.18060843,-6.669765587
tree_839893,39.16005499,-6.672199562
tree_1440150,39.20323524,-6.694015189
tree_1003677,35.91306236,-5.442321059
tree_998033,35.91396383,-5.439165906
tree_1003714,35.16178007,-10.13132863
tree_1210435,35.14528324,-10.12718186
tree_1709154,35.17557251,-10.12231391
tree_1834563,35.14284928,-10.1291651
tree_1830466,35.16529579,-10.14737484
tree_1783952,35.1786375,-10.14097439
tree_1003736,30.89820353,-1.305104608
tree_1003763,35.1502413,-8.930116947
tree_1003765,31.27528702,-6.811837604
tree_1080121,31.2555449,-6.812198193
tree_1492376,31.30188028,-6.814001137
tree_728642,31.25581534,-6.818328203
tree_336370,31.25788871,-6.83464485
tree_2001319,31.29520943,-6.800118465
tree_513889,31.25527446,-6.811116426
tree_643543,31.25500402,-6.822024239
tree_1562389,31.29187401,-6.840594566
tree_1249210,31.2568971,-6.833292642
tree_1003768,37.64712356,-8.624427728
tree_709216,37.62720114,-8.630016856
tree_975782,37.65208162,-8.624067139
tree_397599,37.65451558,-8.625960231
tree_100380,30.58182216,-27.08879156
tree_1003819,31.90306838,-6.790472713
tree_1003861,36.18927173,-11.00413401
tree_1372402,36.16439125,-10.99169369
tree_1659593,36.19224657,-11.02495801
tree_100387,20.65595695,-33.96711448
tree_47421,20.65694856,-33.96567213
tree_86140,20.65604709,-33.96729478
tree_720709,32.65984961,-6.361552247
tree_1003916,38.80677022,-5.723850822
tree_100392,32.09944069,-27.99368934
tree_1685640,33.99492168,-1.352161456
tree_351736,34.00195312,-1.35558705
tree_1319006,37.28239016,-3.100566761
tree_1868194,37.28473397,-3.108229275
tree_1231347,37.2840128,-3.105344564
tree_100393,30.37241154,-28.50392259
tree_184892,30.40089787,-28.49689111
tree_229578,30.35194825,-28.54016178
tree_9384,30.3760174,-28.47678828
tree_55936,30.40206978,-28.49490787
tree_1003933,33.84816291,-8.934353866
tree_1540850,33.85158848,-8.930567683
tree_100395,26.50755504,-32.75544572
tree_202847,26.50827621,-32.75319204
tree_9781,26.51720073,-32.76301808
tree_1003991,38.91512651,-10.14178571
tree_934546,38.92693572,-10.13953203
tree_1401766,37.24398768,-10.81924206
tree_10040,19.78063316,-33.82909909
tree_175735,19.74403363,-33.83883499
tree_1004106,31.35164124,-6.904779386
tree_1349472,31.35714019,-6.90207497
tree_1609447,31.34650288,-6.930200902
tree_781247,31.33415279,-6.928217663
tree_100419,30.53846163,-28.70089427
tree_10042,31.1440667,-27.65167079
tree_820371,37.40129361,-3.175659394
tree_901748,37.41066886,-3.177462338
tree_1277763,37.39813847,-3.173225419
tree_53957,24.2291891,-28.74245213
tree_102772,24.0565583,-28.47796019
tree_178580,24.03095665,-28.85594748
tree_149607,23.95054586,-28.55485577
tree_96086,23.94666956,-28.55440504
tree_165124,24.03564428,-28.85648837
tree_252774,23.94757102,-28.55305283
tree_100423,24.44896658,-34.09305015
tree_90187,24.4459016,-34.09323044
tree_100426,31.56514161,-28.09113848
tree_1004268,36.35505144,-4.607197225
tree_1630276,36.35514159,-4.608819875
tree_1945765,36.35505144,-4.607918403
tree_692904,34.3873301,-2.214960485
tree_1257012,34.39291919,-2.216583135
tree_847119,34.39805755,-2.221180643
tree_1952874,34.39075567,-2.215050633
tree_1004285,36.00997002,-7.073354685
tree_1913000,36.00906855,-7.071732035
tree_100432,27.69072957,-32.20572798
tree_270809,27.69361426,-32.2034743
tree_170075,27.69397485,-32.20401518
tree_100434,26.48015046,-33.42064204
tree_1622200,37.98904985,-7.881434352
tree_100442,30.23259411,-28.5474637
tree_31670,30.23250397,-28.54800458
tree_198337,30.22916854,-28.5524218
tree_146808,30.18292332,-28.55728975
tree_42030,30.29064854,-28.54043222
tree_218547,30.22880796,-28.55260209
tree_100449,27.20871553,-32.62698593
tree_280278,27.2069126,-32.6246421
tree_19856,27.21538638,-32.63347653
tree_100452,30.50835266,-30.09574218
tree_1004567,37.49243188,-8.591163405
tree_1861465,37.49784068,-8.586746191
tree_1004570,34.92442391,-5.473782438
tree_1272747,34.92189981,-5.47567553
tree_293897,34.93064403,-5.465308599
tree_1004597,38.9342376,-7.655074687
tree_1823028,38.9328854,-7.649936295
tree_1772364,38.97777844,-7.666974119
tree_1004600,35.97950045,-6.698432403
