tree_ID,latitude,longitude,elevation,slope,curvature,num,swb
tree_3326612,-12.455852223148312,25.173591910266552,1211,3.3652493953704834,2.0,2,0
tree_2551698,-12.146555596778144,26.519388740106,1363,3.3639934062957764,-2.0,2,0
tree_3854657,-13.940576805408917,25.274644058339746,1188,0.9274099469184875,8.0,3,0
tree_1670160,-11.061558210251587,39.41273674491105,55,0.0,0.0,0,255
tree_185257,-29.84990915332894,29.47410057564558,1722,26.225692749023438,-20.0,2,0
tree_4180710,-18.841953796840826,30.342251877943067,1240,2.9374430179595947,6.0,3,0
tree_4786529,-10.727005235514703,33.639939930109485,1876,11.97779369354248,-14.0,2,0
tree_4488682,-21.00530896842536,31.388316853171983,415,2.103341817855835,-2.0,3,0
tree_4762820,-16.138721883412437,34.85385438719221,83,1.3386033773422241,-10.0,3,0
tree_4849675,-11.148983345505446,34.07922381128864,1557,5.547544956207275,20.0,1,0
tree_541996,-8.274294537471011,38.55553253569977,190,2.9335176944732666,6.0,2,0
tree_1161934,-7.033331173398078,31.5676306838342,899,2.7802884578704834,4.0,1,0
tree_4595736,-16.7304356750026,28.92244288881852,495,2.902972936630249,0.0,2,0
tree_5041390,-20.78940375451856,25.71329028806827,910,1.3578587770462036,8.0,2,0
tree_4170865,-20.81113295395201,29.796056589906478,1129,27.090518951416016,-12.0,3,0
tree_2095813,-15.424668195319931,25.691302460773727,1183,1.336158037185669,0.0,2,0
tree_1287882,-4.1569122341549045,36.34279281994832,1519,3.819071054458618,-10.0,2,0
tree_4609833,-18.745588163974805,28.803179772043055,1066,5.222264289855957,-12.0,2,0
tree_2400499,-8.70067823930256,30.649461645020214,873,2.933849573135376,2.0,3,0
tree_3978925,-11.283126482496261,25.24525858239754,1449,4.157033920288086,8.0,2,0
tree_4389571,-20.352282537350323,32.727714872999734,1029,3.8338565826416016,-6.0,2,0
tree_1005167,-11.00269361724505,35.98770568486032,752,2.9359500408172607,4.0,2,0
tree_4404765,-19.359401260385845,27.946515114059245,1025,5.024120330810547,-8.0,3,0
tree_4888499,-14.245632826677259,35.437916361374654,1143,5.864278793334961,-2.0,1,0
tree_1169068,-4.761530664193738,39.15825138868983,15,4.734239101409912,-2.0,1,0
tree_210962,-30.048865324131587,29.78627778129627,974,4.37667179107666,2.0,2,0
tree_3047826,-13.357411110538209,22.748643575381614,1072,0.9531905055046082,-2.0,2,0
tree_2784211,-11.880980456237017,31.03005929723498,1285,2.6503193378448486,10.0,2,0
tree_3830731,-9.876467382378332,30.292657756026635,1514,3.375115156173706,-6.0,2,0
tree_4318553,-20.73225145631655,30.85446881595239,745,16.41976547241211,6.0,3,0
tree_3458417,-15.441077687196618,28.16691064272686,1252,0.9274099469184875,-2.0,3,0
tree_239669,-31.250169443435176,28.095128033968493,1377,2.1479382514953613,-2.0,2,0
tree_2168468,-16.70394861474513,25.10354835091902,1032,1.8543341159820557,0.0,3,0
tree_3341299,-14.06921741169978,27.656049271437784,1129,3.0119638442993164,10.0,3,0
